2024-03-20 19:44:25,259 INFO    StreamThr :1772 [internal.py:wandb_internal():86] W&B internal server running at pid: 1772, started at: 2024-03-20 19:44:25.255625
2024-03-20 19:44:26,057 DEBUG   HandlerThread:1772 [system_monitor.py:probe():223] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-03-20T14:14:25.990110', 'startedAt': '2024-03-20T14:09:49.084889', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/souvikghosh2000/Flight-Fare-Prediction.git', 'commit': '38d17acd4cac750cbe17989cfa6302cc08ab90b8'}, 'email': '“ghsouvik2000@gmail.com”', 'root': '/mnt/d/WSL/Flight-Fare-Prediction', 'host': 'LAPTOP-UGUDUH62', 'username': 'souvik', 'executable': '/home/souvik/miniconda3/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3293.732, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}, {'current': 3293.732, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 16.058868408203125}}, 'gpu': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 3.5644454956054688}}
2024-03-20 19:44:26,057 INFO    HandlerThread:1772 [system_monitor.py:probe():224] Finished collecting system info
2024-03-20 19:44:26,057 INFO    HandlerThread:1772 [system_monitor.py:probe():227] Publishing system info
2024-03-20 19:44:26,058 DEBUG   HandlerThread:1772 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-20 19:44:26,893 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/conda-environment.yaml
2024-03-20 19:44:29,702 DEBUG   HandlerThread:1772 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-20 19:44:29,704 INFO    HandlerThread:1772 [system_monitor.py:probe():229] Finished publishing system info
2024-03-20 19:44:29,705 DEBUG   SenderThread:1772 [sender.py:send():382] send: files
2024-03-20 19:44:29,705 INFO    SenderThread:1772 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-20 19:44:29,718 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: python_packages
2024-03-20 19:44:29,719 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:44:29,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:44:29,720 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: python_packages
2024-03-20 19:44:29,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:44:29,901 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/conda-environment.yaml
2024-03-20 19:44:29,902 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/requirements.txt
2024-03-20 19:44:29,903 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/wandb-metadata.json
2024-03-20 19:44:30,070 DEBUG   SenderThread:1772 [sender.py:send():382] send: telemetry
2024-03-20 19:44:31,071 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:31,792 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: log_artifact
2024-03-20 19:44:31,793 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: log_artifact
2024-03-20 19:44:32,090 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: partial_history
2024-03-20 19:44:32,925 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/media/table/dataset_0_c580d2c0acfb7b11080d.table.json
2024-03-20 19:44:32,933 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/media
2024-03-20 19:44:32,934 INFO    SenderThread:1772 [sender.py:send_request_log_artifact():1470] logged artifact run-dataset-dataset - {'id': 'QXJ0aWZhY3Q6NzY0MTI5NDE4', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE1MDc3MTM0NQ==', 'latestArtifact': None}}
2024-03-20 19:44:32,934 DEBUG   SenderThread:1772 [sender.py:send():382] send: files
2024-03-20 19:44:32,934 INFO    SenderThread:1772 [sender.py:_save_file():1403] saving file media/table/dataset_0_c580d2c0acfb7b11080d.table.json with policy now
2024-03-20 19:44:32,935 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/media/table
2024-03-20 19:44:32,936 DEBUG   SenderThread:1772 [sender.py:send():382] send: history
2024-03-20 19:44:32,936 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: summary_record
2024-03-20 19:44:32,940 INFO    SenderThread:1772 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-20 19:44:33,943 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/wandb-summary.json
2024-03-20 19:44:35,854 INFO    wandb-upload_2:1772 [upload_job.py:push():89] Uploaded file /home/souvik/.local/share/wandb/artifacts/staging/tmppds8hc_i
2024-03-20 19:44:36,942 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:41,944 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:44,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:44:44,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:44:44,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:44:47,099 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:52,101 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:57,106 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:44:58,324 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/config.yaml
2024-03-20 19:44:59,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:44:59,720 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:44:59,770 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:45:03,034 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:08,036 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:13,037 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:14,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:45:14,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:45:14,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:45:18,084 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:23,086 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:25,985 DEBUG   SystemMonitor:1772 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-20 19:45:25,987 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:45:28,989 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:29,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:45:29,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:45:29,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:45:34,051 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:39,051 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:44,053 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:44,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:45:44,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:45:44,780 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:45:50,012 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:55,014 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:45:55,988 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:45:59,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:45:59,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:45:59,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:46:00,028 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:05,029 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:10,031 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:14,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:46:14,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:46:14,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:46:16,002 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:21,004 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:25,988 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:46:26,989 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:29,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:46:29,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:46:29,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:46:32,014 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:37,015 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:42,017 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:44,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:46:44,721 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:46:44,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:46:47,079 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:52,080 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:55,991 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:46:57,992 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:46:59,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:46:59,722 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:46:59,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:47:03,057 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:08,058 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:13,060 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:14,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:47:14,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:47:14,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:47:19,021 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:24,023 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:25,990 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:47:29,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:47:29,722 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:47:29,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:47:30,089 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:35,091 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:40,092 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:44,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:47:44,722 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:47:44,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:47:45,999 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:49,720 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: partial_history
2024-03-20 19:47:49,725 DEBUG   SenderThread:1772 [sender.py:send():382] send: history
2024-03-20 19:47:49,726 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: summary_record
2024-03-20 19:47:49,729 INFO    SenderThread:1772 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-20 19:47:49,819 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/wandb-summary.json
2024-03-20 19:47:49,820 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/output.log
2024-03-20 19:47:51,731 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:51,837 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/output.log
2024-03-20 19:47:55,991 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:47:56,992 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:47:59,721 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:47:59,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:47:59,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:48:02,044 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:07,046 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:12,047 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:13,119 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: partial_history
2024-03-20 19:48:13,120 DEBUG   SenderThread:1772 [sender.py:send():382] send: history
2024-03-20 19:48:13,120 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: summary_record
2024-03-20 19:48:13,122 INFO    SenderThread:1772 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-20 19:48:14,062 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/output.log
2024-03-20 19:48:14,063 INFO    Thread-26 :1772 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/d/WSL/Flight-Fare-Prediction/wandb/run-20240320_193949-dataset/files/wandb-summary.json
2024-03-20 19:48:14,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:48:14,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:48:14,722 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:48:17,048 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:22,049 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:25,991 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:48:27,992 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:29,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:48:29,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:48:29,771 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:48:33,067 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:38,069 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:43,069 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:44,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:48:44,722 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:48:44,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:48:49,031 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:54,032 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:48:55,486 INFO    wandb-upload_0:1772 [upload_job.py:push():131] Uploaded file /tmp/tmp6pfudlgowandb/xsxxef53-wandb-metadata.json
2024-03-20 19:48:55,992 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:48:59,722 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:48:59,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:48:59,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:48:59,982 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:03,197 INFO    wandb-upload_1:1772 [upload_job.py:push():131] Uploaded file /tmp/tmp6pfudlgowandb/6u1fxmse-media/table/dataset_0_c580d2c0acfb7b11080d.table.json
2024-03-20 19:49:04,984 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:05,646 INFO    wandb-upload_2:1772 [upload_job.py:push():131] Uploaded file /tmp/tmp6pfudlgowandb/10du2sj5-media/table/dataset_0_c580d2c0acfb7b11080d.table.json
2024-03-20 19:49:09,985 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:14,723 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:49:14,723 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:49:14,779 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:49:15,083 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:20,085 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:25,086 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:25,993 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:49:29,725 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:49:29,725 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:49:29,789 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:49:30,111 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:35,112 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:40,113 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:44,725 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:49:44,726 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:49:44,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:49:46,061 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:51,062 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:55,994 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:49:56,995 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:49:59,725 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:49:59,725 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:49:59,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:50:02,364 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:07,366 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:12,367 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:14,725 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:50:14,726 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
2024-03-20 19:50:14,769 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-20 19:50:18,063 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:23,065 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:25,995 DEBUG   SenderThread:1772 [sender.py:send():382] send: stats
2024-03-20 19:50:28,997 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: status_report
2024-03-20 19:50:29,725 DEBUG   HandlerThread:1772 [handler.py:handle_request():146] handle_request: stop_status
2024-03-20 19:50:29,726 DEBUG   SenderThread:1772 [sender.py:send_request():409] send_request: stop_status
